,Query,Song Name,Song ID,Info
10,q=calming%20reading%20inacafe%20,Becoming Aquatic,1tL38PwWYelt7UrUJlyPP3,"{'danceability': 0.474, 'energy': 0.0722, 'key': 0, 'loudness': -29.766, 'mode': 0, 'speechiness': 0.043, 'acousticness': 0.995, 'instrumentalness': 0.951, 'liveness': 0.116, 'valence': 0.346, 'tempo': 117.456, 'type': 'audio_features', 'id': '1tL38PwWYelt7UrUJlyPP3', 'uri': 'spotify:track:1tL38PwWYelt7UrUJlyPP3', 'track_href': 'https://api.spotify.com/v1/tracks/1tL38PwWYelt7UrUJlyPP3', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1tL38PwWYelt7UrUJlyPP3', 'duration_ms': 140000, 'time_signature': 4}"
11,q=calming%20reading%20inacafe%20,August,2VOIhAAQ1l03SZaWCpqAuq,"{'danceability': 0.226, 'energy': 0.101, 'key': 1, 'loudness': -21.513, 'mode': 1, 'speechiness': 0.032, 'acousticness': 0.991, 'instrumentalness': 0.947, 'liveness': 0.106, 'valence': 0.139, 'tempo': 76.41, 'type': 'audio_features', 'id': '2VOIhAAQ1l03SZaWCpqAuq', 'uri': 'spotify:track:2VOIhAAQ1l03SZaWCpqAuq', 'track_href': 'https://api.spotify.com/v1/tracks/2VOIhAAQ1l03SZaWCpqAuq', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2VOIhAAQ1l03SZaWCpqAuq', 'duration_ms': 169507, 'time_signature': 3}"
12,q=calming%20reading%20inacafe%20,Calm Cafe,68tHV1ohAlH5I7zbgKwhYO,"{'danceability': 0.525, 'energy': 0.13, 'key': 3, 'loudness': -18.364, 'mode': 1, 'speechiness': 0.0339, 'acousticness': 0.969, 'instrumentalness': 0.865, 'liveness': 0.109, 'valence': 0.195, 'tempo': 80.047, 'type': 'audio_features', 'id': '68tHV1ohAlH5I7zbgKwhYO', 'uri': 'spotify:track:68tHV1ohAlH5I7zbgKwhYO', 'track_href': 'https://api.spotify.com/v1/tracks/68tHV1ohAlH5I7zbgKwhYO', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/68tHV1ohAlH5I7zbgKwhYO', 'duration_ms': 244000, 'time_signature': 3}"
13,q=calming%20reading%20inacafe%20,Waiting by the Phone,397hvHWGjqV44uHE6W3twB,"{'danceability': 0.497, 'energy': 0.19, 'key': 0, 'loudness': -14.137, 'mode': 1, 'speechiness': 0.0346, 'acousticness': 0.942, 'instrumentalness': 0.184, 'liveness': 0.114, 'valence': 0.219, 'tempo': 87.949, 'type': 'audio_features', 'id': '397hvHWGjqV44uHE6W3twB', 'uri': 'spotify:track:397hvHWGjqV44uHE6W3twB', 'track_href': 'https://api.spotify.com/v1/tracks/397hvHWGjqV44uHE6W3twB', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/397hvHWGjqV44uHE6W3twB', 'duration_ms': 170000, 'time_signature': 3}"
14,q=calming%20reading%20inacafe%20,Reading by Candlelight,0DsLNSV3ApkkiBonQMqk4p,"{'danceability': 0.409, 'energy': 0.124, 'key': 5, 'loudness': -15.964, 'mode': 0, 'speechiness': 0.0315, 'acousticness': 0.918, 'instrumentalness': 0.689, 'liveness': 0.131, 'valence': 0.19, 'tempo': 70.125, 'type': 'audio_features', 'id': '0DsLNSV3ApkkiBonQMqk4p', 'uri': 'spotify:track:0DsLNSV3ApkkiBonQMqk4p', 'track_href': 'https://api.spotify.com/v1/tracks/0DsLNSV3ApkkiBonQMqk4p', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0DsLNSV3ApkkiBonQMqk4p', 'duration_ms': 316000, 'time_signature': 4}"
15,q=calming%20reading%20inacafe%20,Cozy In The Cold,2nTaGLJ1bjaXEx0pbCSUmP,"{'danceability': 0.345, 'energy': 0.0184, 'key': 1, 'loudness': -24.83, 'mode': 1, 'speechiness': 0.0416, 'acousticness': 0.982, 'instrumentalness': 0.929, 'liveness': 0.106, 'valence': 0.115, 'tempo': 102.016, 'type': 'audio_features', 'id': '2nTaGLJ1bjaXEx0pbCSUmP', 'uri': 'spotify:track:2nTaGLJ1bjaXEx0pbCSUmP', 'track_href': 'https://api.spotify.com/v1/tracks/2nTaGLJ1bjaXEx0pbCSUmP', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2nTaGLJ1bjaXEx0pbCSUmP', 'duration_ms': 128359, 'time_signature': 3}"
16,q=calming%20reading%20inacafe%20,October 1st,5usX93km0rCvRXOrXppnGD,"{'danceability': 0.365, 'energy': 0.264, 'key': 0, 'loudness': -12.634, 'mode': 1, 'speechiness': 0.0393, 'acousticness': 0.674, 'instrumentalness': 0.765, 'liveness': 0.106, 'valence': 0.312, 'tempo': 95.071, 'type': 'audio_features', 'id': '5usX93km0rCvRXOrXppnGD', 'uri': 'spotify:track:5usX93km0rCvRXOrXppnGD', 'track_href': 'https://api.spotify.com/v1/tracks/5usX93km0rCvRXOrXppnGD', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/5usX93km0rCvRXOrXppnGD', 'duration_ms': 256000, 'time_signature': 4}"
17,q=calming%20reading%20inacafe%20,I Wish I Knew,1tcgQOpURUOLGDWJbyYD5x,"{'danceability': 0.48, 'energy': 0.116, 'key': 5, 'loudness': -17.142, 'mode': 1, 'speechiness': 0.0297, 'acousticness': 0.959, 'instrumentalness': 0.937, 'liveness': 0.11, 'valence': 0.338, 'tempo': 84.993, 'type': 'audio_features', 'id': '1tcgQOpURUOLGDWJbyYD5x', 'uri': 'spotify:track:1tcgQOpURUOLGDWJbyYD5x', 'track_href': 'https://api.spotify.com/v1/tracks/1tcgQOpURUOLGDWJbyYD5x', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1tcgQOpURUOLGDWJbyYD5x', 'duration_ms': 353125, 'time_signature': 4}"
18,q=calming%20reading%20inacafe%20,Take Care of Me,6000QFY5sfnTZFYZUTlyyv,"{'danceability': 0.54, 'energy': 0.00212, 'key': 9, 'loudness': -36.384, 'mode': 0, 'speechiness': 0.0743, 'acousticness': 0.994, 'instrumentalness': 0.976, 'liveness': 0.115, 'valence': 0.143, 'tempo': 62.532, 'type': 'audio_features', 'id': '6000QFY5sfnTZFYZUTlyyv', 'uri': 'spotify:track:6000QFY5sfnTZFYZUTlyyv', 'track_href': 'https://api.spotify.com/v1/tracks/6000QFY5sfnTZFYZUTlyyv', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6000QFY5sfnTZFYZUTlyyv', 'duration_ms': 62125, 'time_signature': 4}"
19,q=calming%20reading%20inacafe%20,Magic Hour,23inRX6rRA93h3XIvM7uLR,"{'danceability': 0.268, 'energy': 0.265, 'key': 7, 'loudness': -15.012, 'mode': 0, 'speechiness': 0.0341, 'acousticness': 0.857, 'instrumentalness': 0.97, 'liveness': 0.363, 'valence': 0.175, 'tempo': 111.08, 'type': 'audio_features', 'id': '23inRX6rRA93h3XIvM7uLR', 'uri': 'spotify:track:23inRX6rRA93h3XIvM7uLR', 'track_href': 'https://api.spotify.com/v1/tracks/23inRX6rRA93h3XIvM7uLR', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/23inRX6rRA93h3XIvM7uLR', 'duration_ms': 188750, 'time_signature': 1}"
20,q=folk%20sad%20studying%20,QKThr,4LIM4qmpHABufePRrLWbiM,"{'danceability': 0.451, 'energy': 0.0223, 'key': 1, 'loudness': -26.117, 'mode': 1, 'speechiness': 0.0461, 'acousticness': 0.993, 'instrumentalness': 0.768, 'liveness': 0.13, 'valence': 0.0573, 'tempo': 79.042, 'type': 'audio_features', 'id': '4LIM4qmpHABufePRrLWbiM', 'uri': 'spotify:track:4LIM4qmpHABufePRrLWbiM', 'track_href': 'https://api.spotify.com/v1/tracks/4LIM4qmpHABufePRrLWbiM', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4LIM4qmpHABufePRrLWbiM', 'duration_ms': 87467, 'time_signature': 3}"
21,q=folk%20sad%20studying%20,QKThr - Slowed,2QRm7AYSm0qeWeRTl4Zil7,"{'danceability': 0.285, 'energy': 0.00111, 'key': 11, 'loudness': -27.809, 'mode': 0, 'speechiness': 0.0371, 'acousticness': 0.996, 'instrumentalness': 0.939, 'liveness': 0.0997, 'valence': 0.078, 'tempo': 135.568, 'type': 'audio_features', 'id': '2QRm7AYSm0qeWeRTl4Zil7', 'uri': 'spotify:track:2QRm7AYSm0qeWeRTl4Zil7', 'track_href': 'https://api.spotify.com/v1/tracks/2QRm7AYSm0qeWeRTl4Zil7', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2QRm7AYSm0qeWeRTl4Zil7', 'duration_ms': 146424, 'time_signature': 3}"
22,q=folk%20sad%20studying%20,heavy focus,3hHxcz8pGLihxsoAGlBo3v,"{'danceability': 0.496, 'energy': 0.128, 'key': 10, 'loudness': -16.914, 'mode': 1, 'speechiness': 0.0357, 'acousticness': 0.934, 'instrumentalness': 0.000233, 'liveness': 0.104, 'valence': 0.196, 'tempo': 139.093, 'type': 'audio_features', 'id': '3hHxcz8pGLihxsoAGlBo3v', 'uri': 'spotify:track:3hHxcz8pGLihxsoAGlBo3v', 'track_href': 'https://api.spotify.com/v1/tracks/3hHxcz8pGLihxsoAGlBo3v', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/3hHxcz8pGLihxsoAGlBo3v', 'duration_ms': 154749, 'time_signature': 4}"
23,q=folk%20sad%20studying%20,lavender blood,4sXwt3StCVkgLyxxvgVXrq,"{'danceability': 0.356, 'energy': 0.162, 'key': 1, 'loudness': -16.848, 'mode': 1, 'speechiness': 0.0372, 'acousticness': 0.986, 'instrumentalness': 0.0337, 'liveness': 0.11, 'valence': 0.205, 'tempo': 83.283, 'type': 'audio_features', 'id': '4sXwt3StCVkgLyxxvgVXrq', 'uri': 'spotify:track:4sXwt3StCVkgLyxxvgVXrq', 'track_href': 'https://api.spotify.com/v1/tracks/4sXwt3StCVkgLyxxvgVXrq', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4sXwt3StCVkgLyxxvgVXrq', 'duration_ms': 158786, 'time_signature': 4}"
24,q=folk%20sad%20studying%20,Quiet Houses,4r92wg5khzEKYB4SZ8s82H,"{'danceability': 0.569, 'energy': 0.662, 'key': 11, 'loudness': -6.911, 'mode': 1, 'speechiness': 0.0254, 'acousticness': 0.0275, 'instrumentalness': 0.488, 'liveness': 0.178, 'valence': 0.545, 'tempo': 109.88, 'type': 'audio_features', 'id': '4r92wg5khzEKYB4SZ8s82H', 'uri': 'spotify:track:4r92wg5khzEKYB4SZ8s82H', 'track_href': 'https://api.spotify.com/v1/tracks/4r92wg5khzEKYB4SZ8s82H', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4r92wg5khzEKYB4SZ8s82H', 'duration_ms': 212253, 'time_signature': 4}"
25,q=folk%20sad%20studying%20,PP1,1lZUpqag6NEbHJqOEVKsAz,"{'danceability': 0.132, 'energy': 0.194, 'key': 10, 'loudness': -12.906, 'mode': 1, 'speechiness': 0.0327, 'acousticness': 0.912, 'instrumentalness': 0.148, 'liveness': 0.11, 'valence': 0.0392, 'tempo': 79.745, 'type': 'audio_features', 'id': '1lZUpqag6NEbHJqOEVKsAz', 'uri': 'spotify:track:1lZUpqag6NEbHJqOEVKsAz', 'track_href': 'https://api.spotify.com/v1/tracks/1lZUpqag6NEbHJqOEVKsAz', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1lZUpqag6NEbHJqOEVKsAz', 'duration_ms': 261597, 'time_signature': 3}"
26,q=folk%20sad%20studying%20,Everything Stays,6vS0JAWzt71xRPNqIRjhIH,"{'danceability': 0.657, 'energy': 0.0283, 'key': 7, 'loudness': -18.737, 'mode': 1, 'speechiness': 0.0427, 'acousticness': 0.989, 'instrumentalness': 0.00191, 'liveness': 0.118, 'valence': 0.563, 'tempo': 125.029, 'type': 'audio_features', 'id': '6vS0JAWzt71xRPNqIRjhIH', 'uri': 'spotify:track:6vS0JAWzt71xRPNqIRjhIH', 'track_href': 'https://api.spotify.com/v1/tracks/6vS0JAWzt71xRPNqIRjhIH', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6vS0JAWzt71xRPNqIRjhIH', 'duration_ms': 99360, 'time_signature': 3}"
27,q=folk%20sad%20studying%20,A Heart Made of Yarn,7eYv5oHdeOkIXC5YOpxPLR,"{'danceability': 0.452, 'energy': 0.101, 'key': 10, 'loudness': -20.056, 'mode': 0, 'speechiness': 0.0414, 'acousticness': 0.987, 'instrumentalness': 0.933, 'liveness': 0.124, 'valence': 0.0922, 'tempo': 69.267, 'type': 'audio_features', 'id': '7eYv5oHdeOkIXC5YOpxPLR', 'uri': 'spotify:track:7eYv5oHdeOkIXC5YOpxPLR', 'track_href': 'https://api.spotify.com/v1/tracks/7eYv5oHdeOkIXC5YOpxPLR', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/7eYv5oHdeOkIXC5YOpxPLR', 'duration_ms': 203070, 'time_signature': 3}"
28,q=folk%20sad%20studying%20,fable,4dNCtqHEBPcFt08498i6oW,"{'danceability': 0.371, 'energy': 0.0666, 'key': 7, 'loudness': -29.922, 'mode': 1, 'speechiness': 0.0411, 'acousticness': 0.986, 'instrumentalness': 0.912, 'liveness': 0.0962, 'valence': 0.138, 'tempo': 156.234, 'type': 'audio_features', 'id': '4dNCtqHEBPcFt08498i6oW', 'uri': 'spotify:track:4dNCtqHEBPcFt08498i6oW', 'track_href': 'https://api.spotify.com/v1/tracks/4dNCtqHEBPcFt08498i6oW', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4dNCtqHEBPcFt08498i6oW', 'duration_ms': 170769, 'time_signature': 4}"
29,q=folk%20sad%20studying%20,Ribs,45pkAGzkOs86ZxNWt7uB74,"{'danceability': 0.443, 'energy': 0.559, 'key': 9, 'loudness': -8.53, 'mode': 1, 'speechiness': 0.0309, 'acousticness': 0.697, 'instrumentalness': 1.49e-05, 'liveness': 0.107, 'valence': 0.205, 'tempo': 87.994, 'type': 'audio_features', 'id': '45pkAGzkOs86ZxNWt7uB74', 'uri': 'spotify:track:45pkAGzkOs86ZxNWt7uB74', 'track_href': 'https://api.spotify.com/v1/tracks/45pkAGzkOs86ZxNWt7uB74', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/45pkAGzkOs86ZxNWt7uB74', 'duration_ms': 271640, 'time_signature': 4}"
30,q=intense%20workout%20playlist%20pop%20,10:35,5M0ApBngnLXxx0yO8YUrNG,"{'danceability': 0.696, 'energy': 0.793, 'key': 8, 'loudness': -5.733, 'mode': 1, 'speechiness': 0.097, 'acousticness': 0.0683, 'instrumentalness': 3.78e-06, 'liveness': 0.18, 'valence': 0.698, 'tempo': 120.003, 'type': 'audio_features', 'id': '5M0ApBngnLXxx0yO8YUrNG', 'uri': 'spotify:track:5M0ApBngnLXxx0yO8YUrNG', 'track_href': 'https://api.spotify.com/v1/tracks/5M0ApBngnLXxx0yO8YUrNG', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/5M0ApBngnLXxx0yO8YUrNG', 'duration_ms': 172253, 'time_signature': 4}"
31,q=intense%20workout%20playlist%20pop%20,Levitating (Clean Workout Mix),0iAYMSIorDjcqgcuM5eLIi,"{'danceability': 0.667, 'energy': 0.76, 'key': 11, 'loudness': -6.092, 'mode': 0, 'speechiness': 0.0473, 'acousticness': 0.00415, 'instrumentalness': 0.00378, 'liveness': 0.0632, 'valence': 0.858, 'tempo': 127.968, 'type': 'audio_features', 'id': '0iAYMSIorDjcqgcuM5eLIi', 'uri': 'spotify:track:0iAYMSIorDjcqgcuM5eLIi', 'track_href': 'https://api.spotify.com/v1/tracks/0iAYMSIorDjcqgcuM5eLIi', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0iAYMSIorDjcqgcuM5eLIi', 'duration_ms': 257812, 'time_signature': 4}"
32,q=intense%20workout%20playlist%20pop%20,Kings & Queens,7imsk3nXfouTWG8nxDE4GC,"{'danceability': 0.637, 'energy': 0.69, 'key': 1, 'loudness': -4.057, 'mode': 0, 'speechiness': 0.0405, 'acousticness': 0.00786, 'instrumentalness': 0, 'liveness': 0.124, 'valence': 0.457, 'tempo': 129.857, 'type': 'audio_features', 'id': '7imsk3nXfouTWG8nxDE4GC', 'uri': 'spotify:track:7imsk3nXfouTWG8nxDE4GC', 'track_href': 'https://api.spotify.com/v1/tracks/7imsk3nXfouTWG8nxDE4GC', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/7imsk3nXfouTWG8nxDE4GC', 'duration_ms': 162399, 'time_signature': 4}"
33,q=intense%20workout%20playlist%20pop%20,Kings & Queens (Clean Workout Mix),52aUTpbMLlaNjlu61OujMv,"{'danceability': 0.699, 'energy': 0.851, 'key': 1, 'loudness': -7.602, 'mode': 0, 'speechiness': 0.0554, 'acousticness': 0.0444, 'instrumentalness': 0.0485, 'liveness': 0.136, 'valence': 0.917, 'tempo': 127.99, 'type': 'audio_features', 'id': '52aUTpbMLlaNjlu61OujMv', 'uri': 'spotify:track:52aUTpbMLlaNjlu61OujMv', 'track_href': 'https://api.spotify.com/v1/tracks/52aUTpbMLlaNjlu61OujMv', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/52aUTpbMLlaNjlu61OujMv', 'duration_ms': 274219, 'time_signature': 4}"
34,q=intense%20workout%20playlist%20pop%20,Girls Like You - Workout Remix 128 Bpm,7pAY1Ewl6hKFByDCrAh9wq,"{'danceability': 0.743, 'energy': 0.869, 'key': 0, 'loudness': -5.353, 'mode': 1, 'speechiness': 0.0408, 'acousticness': 0.000435, 'instrumentalness': 0.0111, 'liveness': 0.0287, 'valence': 0.919, 'tempo': 127.993, 'type': 'audio_features', 'id': '7pAY1Ewl6hKFByDCrAh9wq', 'uri': 'spotify:track:7pAY1Ewl6hKFByDCrAh9wq', 'track_href': 'https://api.spotify.com/v1/tracks/7pAY1Ewl6hKFByDCrAh9wq', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/7pAY1Ewl6hKFByDCrAh9wq', 'duration_ms': 334120, 'time_signature': 4}"
35,q=intense%20workout%20playlist%20pop%20,HOT TO GO! - Workout Remix 132 BPM,4NvqgCOBeVDZF3HQktWARu,"{'danceability': 0.621, 'energy': 0.919, 'key': 6, 'loudness': -6.14, 'mode': 1, 'speechiness': 0.0289, 'acousticness': 0.00102, 'instrumentalness': 9.02e-06, 'liveness': 0.264, 'valence': 0.81, 'tempo': 131.992, 'type': 'audio_features', 'id': '4NvqgCOBeVDZF3HQktWARu', 'uri': 'spotify:track:4NvqgCOBeVDZF3HQktWARu', 'track_href': 'https://api.spotify.com/v1/tracks/4NvqgCOBeVDZF3HQktWARu', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4NvqgCOBeVDZF3HQktWARu', 'duration_ms': 232727, 'time_signature': 4}"
36,q=intense%20workout%20playlist%20pop%20,Apple - Workout Version 133 BPM,551X2ZiKiXeBzbUPloa9fg,"{'danceability': 0.621, 'energy': 0.922, 'key': 7, 'loudness': -6.132, 'mode': 1, 'speechiness': 0.0576, 'acousticness': 0.0105, 'instrumentalness': 5.05e-06, 'liveness': 0.129, 'valence': 0.726, 'tempo': 132.555, 'type': 'audio_features', 'id': '551X2ZiKiXeBzbUPloa9fg', 'uri': 'spotify:track:551X2ZiKiXeBzbUPloa9fg', 'track_href': 'https://api.spotify.com/v1/tracks/551X2ZiKiXeBzbUPloa9fg', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/551X2ZiKiXeBzbUPloa9fg', 'duration_ms': 231847, 'time_signature': 4}"
